State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Scored Labels,Scored Probabilities
VT,128,510,no,yes,29,179.3,104,225.9,86,323,78,8.6,7,0,False,False,0.000400211429223418
TX,72,415,yes,no,0,286.1,101,306.1,94,232.8,89,10.3,1,4,True,True,1
AL,82,408,no,no,0,154,107,94.4,114,287.6,95,10.1,7,1,False,False,0.000467679870780557
AL,87,408,no,no,0,237.2,124,222.6,87,173.3,81,11,3,1,False,False,0.000310149509459734
WI,45,408,no,no,0,112.8,108,218.8,120,240.2,106,9,3,2,False,False,0.000299108331091702
DE,62,408,no,no,0,182.3,101,328.2,93,245,131,11.2,1,2,False,False,0.0287902615964413
TX,104,415,no,no,0,261.2,81,209.1,130,281.1,121,11.3,1,2,True,True,0.995328009128571
MS,82,408,no,no,0,207,90,232.9,83,172.4,108,9.1,8,3,False,False,0.000437619659351185
UT,96,415,no,no,0,160.2,117,267.5,67,228.5,68,9.3,5,2,False,False,0.0224973354488611
WA,54,415,no,yes,28,217.4,98,246.2,120,127,92,7.5,8,1,False,False,0.000925752683542669
CT,161,510,no,no,0,151.2,89,228.4,117,169.3,107,9.3,2,2,False,False,0.000323223765008152
HI,141,510,no,no,0,138.2,94,176.4,84,182.9,110,11.1,6,3,False,False,0.000445778598077595
OH,135,510,no,no,0,112.7,123,280,90,251.9,110,10.4,2,0,False,False,0.0316280275583267
WA,47,415,no,yes,27,165,89,127.3,118,284.4,95,7.7,4,2,False,False,0.000215066946111619
PA,72,415,no,no,0,180,109,292.7,96,194.9,114,10.8,4,0,False,False,0.00191084330435842
AR,97,510,no,yes,32,172.7,79,217.4,101,260.7,88,11.7,5,1,False,False,0.000896298617590219
WV,43,415,no,no,0,168.4,125,243.8,89,214.7,102,11.1,2,1,False,False,0.00059611425967887
MD,51,510,no,yes,28,276.7,121,203.7,99,246.2,88,8.3,3,0,False,False,0.00425556115806103
OH,50,408,no,no,0,167.7,74,179.9,98,166.5,73,10.9,2,1,False,False,0.000256748084211722
NC,127,510,no,no,0,134.9,79,221.5,114,113.8,118,15,2,1,False,False,0.00165481073781848
IA,98,415,no,no,0,216.8,86,190.8,114,187.5,79,11,9,0,False,False,0.00108267564792186
VT,113,415,no,no,0,272.1,111,268.5,118,213.8,105,8.5,10,1,True,True,0.999997317790985
TX,133,408,no,no,0,221.1,133,160.2,140,161.8,84,8.4,3,4,False,False,0.00268484908156097
SD,163,415,yes,no,0,197.2,90,188.5,113,211.1,94,7.8,8,1,False,False,0.00131688336841762
IN,81,415,no,no,0,176.1,113,162,80,160.9,83,11.9,4,1,False,False,0.000442939519416541
GA,90,415,no,no,0,68.8,124,168.1,106,281.7,96,9.8,5,1,False,False,0.000251218414632604
CA,111,408,no,no,0,249.8,109,242.4,106,231.8,78,11.6,4,0,True,True,0.999049425125122
OR,113,415,no,no,0,159.8,143,210.1,93,175.1,86,13.1,7,2,False,False,0.00443491712212563
WY,60,510,yes,yes,37,189.9,125,110.4,107,210.7,115,9.1,5,3,False,False,0.000195794011233374
HI,101,510,no,no,0,70.9,123,211.9,73,236,73,10.6,3,3,False,False,0.000260160624748096
UT,89,415,no,no,0,89.7,80,179.8,81,145.7,120,9.5,4,2,False,False,9.85811566351913E-05
KY,47,415,no,yes,40,158.3,90,213.2,71,123,132,14,2,2,False,False,0.00209188042208552
DC,147,408,no,no,0,168.6,92,187.7,107,216.5,95,14.4,8,2,False,False,0.000489195692352951
CA,84,415,no,no,0,280,113,202.2,90,156.8,103,10.4,4,0,True,True,0.936632513999939
AR,99,510,yes,no,0,242.3,102,350.9,102,163.1,93,11.3,3,0,True,True,0.87163120508194
OR,194,415,no,no,0,258.3,76,306,88,241.8,106,13.6,4,1,True,True,0.999999582767487
RI,111,415,no,no,0,229.4,107,214.1,99,289.6,95,10.4,6,4,False,False,0.000526377523783594
OH,125,415,no,no,0,214.7,115,260.6,94,266.3,123,7.4,6,3,False,True,0.530983984470367
CT,169,510,no,no,0,192.8,98,273.2,125,266.3,102,11.4,6,2,False,False,0.00354937673546374
WV,86,415,no,yes,38,123,158,133.9,119,138.2,103,13.3,4,1,False,False,0.000109689935925417
DE,79,415,no,yes,31,173.2,98,149.5,123,245.7,91,11.5,7,1,False,False,0.000435688736615703
FL,194,408,no,yes,42,203.7,109,192.9,125,318,81,10.8,16,3,False,False,0.00188044761307538
ID,160,415,no,no,0,85.8,77,165.3,110,178.5,92,9.2,4,3,False,False,0.000303048873320222
NV,138,510,no,no,0,171.4,117,115.2,128,224.5,115,17,4,3,False,False,0.000889999733772129
MI,164,415,no,no,0,215.6,90,171.6,99,110.4,105,11.3,6,1,False,False,0.00966071709990501
OR,174,415,no,no,0,222.3,102,173.8,123,297.2,97,5.7,2,0,True,False,0.000296973274089396
NE,23,415,no,no,0,155.6,122,223.8,82,50.9,130,10.6,3,4,True,True,0.999537229537964
ID,109,415,no,no,0,195.4,104,204.9,91,230.2,95,14,4,0,False,False,0.0017104932339862
WV,141,415,yes,yes,37,258.6,84,222,111,326.4,97,11.2,5,0,False,False,0.00730709778144956
WY,225,415,no,no,0,182.7,142,246.5,63,218,103,8.8,2,1,False,False,0.00671480549499393
AL,95,415,no,no,0,229.9,116,202.4,110,171.4,105,14.2,6,1,False,False,0.000302461034152657
MA,106,408,no,no,0,186.2,97,257.7,89,164.3,106,11,4,2,False,False,0.00146349414717406
NC,110,408,no,no,0,159.5,145,202.3,101,256,96,16.7,2,2,False,False,0.00203379895538092
ID,77,415,no,no,0,251.8,72,205.7,126,275.2,109,9.8,7,2,True,True,0.617473542690277
CT,67,415,no,no,0,115.5,70,252.2,143,208.9,91,7.5,6,0,False,False,0.000137965602334589
SD,97,415,no,no,0,168.6,87,259.2,105,279.8,123,7.3,4,1,False,False,0.0271742660552263
NY,171,415,no,no,0,137.5,110,198.1,109,292.7,131,13.3,5,2,False,False,0.00111595878843218
DC,138,415,no,no,0,170.5,87,118.2,116,187.9,111,11.2,7,2,False,False,0.000467267964268103
AL,152,408,no,no,0,142.8,106,230.5,87,212.8,74,7.2,8,0,False,False,0.000369806715752929
NV,105,408,no,no,0,166.1,93,175.9,106,243.5,55,16.2,3,2,False,False,0.000260663102380931
ND,35,415,no,no,0,260.8,87,258.1,78,131.3,123,5.8,2,1,False,False,0.0479745343327522
CA,93,415,no,yes,36,178.7,134,178.6,102,126.8,82,8,4,2,False,False,0.00158920290414244
AZ,86,408,no,yes,31,167.6,139,113,118,246.9,121,12.2,6,1,False,False,0.000305849622236565
IA,40,510,no,no,0,169.7,115,141.4,123,253,115,10.5,3,4,True,False,0.385814011096954
NV,60,415,no,no,0,197,130,219.2,105,102.8,113,12.6,4,1,False,False,0.000201385017135181
SD,125,510,no,yes,34,268.4,112,222.2,108,117.6,102,10.3,3,0,False,False,0.00297985132783651
FL,116,415,no,yes,17,193.4,112,240.6,131,248.1,98,11.4,3,5,False,False,0.000201318267500028
MT,138,415,no,no,0,216,106,207.6,110,180,102,11.2,4,0,False,False,0.00253795180469751
SC,107,415,no,no,0,206.9,79,262.4,117,149.3,69,10.7,3,0,False,False,0.000284655048744753
ID,101,415,no,no,0,202.5,91,142.5,134,219.6,102,10.1,4,3,False,False,0.00173683930188417
ND,98,510,no,no,0,187.2,127,195.6,88,181.8,129,5.1,4,1,False,False,0.00509651657193899
NV,183,415,no,no,0,116.7,92,213.8,112,214.3,112,9.7,6,2,False,False,0.00704755168408155
MA,66,415,no,no,0,116.4,98,95.6,74,181.5,94,10.5,3,3,False,False,0.000156922149471939
IA,67,408,no,no,0,177.4,102,215.2,123,132.4,120,6.6,4,4,True,False,0.0843317583203316
NC,165,415,no,no,0,207.7,109,164.8,94,54.5,91,7.9,3,0,False,False,0.000304784800391644
FL,115,510,no,yes,24,142.1,124,183.4,129,164.8,114,9.6,4,1,False,False,0.000713785411790013
WV,78,510,no,yes,26,189,98,191.7,67,217,68,11.3,3,0,False,False,0.00135974935255945
WI,147,415,yes,no,0,225.2,111,184.9,98,143.2,146,9.9,1,0,True,True,0.999966323375702
DE,92,415,no,no,0,197,84,269.3,105,158.9,105,10.8,4,1,False,False,0.00069757952587679
NE,126,415,no,no,0,249.8,96,261.9,92,166.8,108,12.7,4,3,True,True,0.996902883052826
NJ,97,415,no,no,0,259.6,138,233.9,91,140.6,119,13,4,1,False,False,0.346598207950592
CA,79,510,no,no,0,157.6,85,194.1,92,231.5,86,9.4,10,5,True,True,0.999162912368774
WV,160,408,no,yes,37,179.8,104,144.8,115,209.1,89,11.1,8,3,False,False,0.00174466101452708
SD,106,415,no,no,0,94.8,113,283.2,95,219.3,106,6.8,4,1,False,False,0.000933615199755877
WV,137,510,no,yes,50,186.5,94,178,106,215.6,100,12.1,4,2,False,False,0.00224682432599366
FL,152,408,no,yes,26,214.8,82,226.7,135,206.7,97,7.6,11,1,False,False,0.00048308091936633
GA,111,408,yes,no,0,177.1,102,249.1,102,153.3,66,8.8,4,2,False,False,0.000141809199703857
KS,128,510,no,no,0,268.1,95,120.5,126,220.8,121,14.4,6,2,False,False,0.0270238649100065
NJ,127,510,no,no,0,262.9,95,175.9,126,202.1,101,7.5,5,1,False,False,0.00600135419517756
LA,34,408,no,no,0,151.1,92,211.7,86,205.8,72,9.8,4,0,False,False,0.00238228868693113
AL,56,415,no,no,0,225.9,52,242,69,144.5,68,11.7,3,0,False,False,0.000178179325303063
MN,135,408,no,no,0,155.2,100,135.9,84,184.6,82,3.8,9,3,False,False,0.000221186666749418
VT,84,415,no,yes,42,214.3,112,188.2,107,333.5,117,11.3,10,0,False,False,0.000717474089469761
FL,105,415,no,no,0,273.8,97,289.7,106,269.1,126,5.8,3,2,True,True,0.99999988079071
AL,98,408,no,no,0,207,94,256.3,64,137.6,60,10.4,4,2,False,False,5.09157362102997E-05
OH,119,415,no,yes,35,217.1,92,220.8,134,249.5,93,8,5,2,False,False,0.000198907073354349
SD,116,415,no,no,0,63.7,101,195.8,95,210.1,87,10,6,1,False,False,0.000774628773797303
NH,112,415,no,no,0,124.4,109,196.1,119,166.1,89,10.2,4,2,False,False,0.000569095718674362
MO,97,510,no,no,0,80.7,99,262.3,93,214.6,130,8.8,3,0,False,False,0.000200383685296401
NY,98,510,no,no,0,198.6,92,349.4,99,221.7,83,7.3,6,2,True,False,0.0038506668061018
WY,126,408,yes,no,0,197.6,126,246.5,112,285.3,104,12.5,8,2,False,False,0.000485802156617865
TX,138,415,no,no,0,217.2,73,190.8,127,133.5,97,5.2,3,4,False,False,0.0189524367451668
OK,79,510,no,no,0,147,72,165.7,102,243.2,107,8.4,9,1,False,False,0.00134086993057281
WV,109,415,no,no,0,180,100,229,103,139.4,105,7.8,8,3,False,False,0.000378813128918409
ID,122,510,no,yes,33,270.8,96,220.4,110,169.9,104,11.8,8,4,False,False,0.000219135836232454
MO,101,415,yes,no,0,156.4,116,130.4,114,207.3,109,7.3,5,1,False,False,8.8762870291248E-05
WV,167,510,no,no,0,191.5,93,163.8,76,189.1,103,14.1,9,1,False,False,0.000807790842372924
SC,108,415,no,no,0,197.4,78,124,101,204.5,107,7.7,4,2,False,False,0.000265725189819932
DC,119,408,no,yes,26,132,100,173.3,121,203.5,108,11.6,5,1,False,False,0.000878422462847084
KS,178,415,no,yes,22,112.8,66,232.6,100,194.8,119,14.3,3,1,False,False,0.000931916991248727
MD,107,415,no,no,0,241.9,102,126.9,117,185.6,92,11.7,6,0,False,False,0.000109605294710491
WV,80,415,no,no,0,151.5,89,131.7,78,235.3,131,11.8,4,0,False,False,0.000210894620977342
MI,78,510,no,no,0,137.4,109,237.6,49,206.7,136,14,11,3,False,False,0.000712268170900643
KS,65,415,no,yes,34,208.8,119,142.1,106,214.6,87,12.5,4,4,False,False,0.000258227693848312
AR,93,415,no,no,0,131.9,91,203.8,92,205.6,121,6.8,3,1,False,False,0.000645646883640438
WY,69,415,no,no,0,211.7,94,236.1,124,252.7,90,7.2,2,4,False,False,0.000380988465622067
MA,46,408,no,no,0,139.4,81,223.7,113,173.1,77,13.6,6,1,False,False,0.00424924585968256
WY,94,408,no,no,0,207,109,167.4,80,238.2,117,2.6,6,1,False,False,0.0012874819803983
DE,89,510,yes,no,0,125.6,108,213,90,181.7,108,5.4,5,1,False,False,0.000140242351335473
OR,132,510,no,no,0,265.8,122,285.1,90,183.6,124,13.6,9,2,True,True,0.999999582767487
IL,87,415,no,no,0,221.4,69,195.2,53,120.6,91,13.7,4,1,False,False,0.000183993397513404
MO,152,408,no,no,0,101.2,122,141.6,87,198.5,124,7.5,3,2,False,False,0.00548415677621961
NY,137,510,no,no,0,109.8,120,230.5,86,255.8,103,11.9,6,1,False,False,0.0050163883715868
OH,68,510,no,no,0,143.6,80,134.3,65,215.6,84,15.5,5,2,False,False,9.72164707491174E-05
MT,130,408,no,yes,19,152.9,87,213.2,99,205.3,114,10.8,6,2,False,False,0.0166892968118191
ME,140,415,no,no,0,159.1,104,269.8,106,220.4,116,10.3,4,1,False,False,0.015597983263433
DE,42,415,no,yes,31,170.8,101,233.4,104,174.2,121,11,3,2,False,False,0.000161820746143349
MN,113,408,no,no,0,158.9,137,242.8,109,247.8,97,6.5,4,0,False,False,0.00284947548061609
RI,17,415,no,no,0,161.5,123,214.2,81,315,106,8.6,5,1,False,False,0.000143724158988334
NE,155,408,no,yes,21,195.9,91,213.9,84,88.2,111,8.6,4,0,False,False,0.00062303856248036
OK,94,415,no,no,0,255.1,96,276.9,67,226.5,74,10.6,2,0,True,True,0.999988079071045
TN,106,415,no,no,0,119.2,142,228.4,139,197.9,61,8.4,9,2,False,False,0.000118402604130097
AR,95,415,no,no,0,69.4,79,190.8,109,219.9,102,8.9,5,0,False,False,0.00103579240385443
VA,77,510,no,no,0,144.9,136,151.3,115,252.4,73,12.3,3,2,False,False,0.00127740378957242
VA,25,415,yes,no,0,211.7,51,225.2,74,197.4,95,12,3,0,False,False,0.000223991955863312
WV,79,415,no,no,0,222.3,99,146.2,82,275.6,82,8.9,4,3,False,False,0.000372560432879254
OK,152,415,no,no,0,284.6,113,141.8,101,127.4,78,12.6,5,0,False,False,0.00459625013172627
MS,110,415,no,no,0,178.4,110,179.1,116,228.1,99,6.5,4,1,False,False,0.0239735841751099
HI,174,415,no,no,0,187.4,74,144.6,142,235.7,102,10.2,1,1,False,False,0.000331026822095737
ID,73,510,no,yes,33,217.7,108,245.7,106,242.9,100,8.8,6,1,False,False,0.0105651160702109
TX,90,408,no,yes,27,156.7,51,236.5,118,123.2,111,12.6,6,2,False,False,0.000817241729237139
MI,76,415,no,yes,37,190.8,58,221.9,101,211.2,104,12.3,4,1,False,False,0.000573133816942573
SD,30,415,no,no,0,247.4,107,175.9,76,287.4,90,11.3,2,0,False,False,0.0666712895035744
HI,169,415,no,no,0,179.2,111,175.2,130,228.6,92,9.9,6,2,False,False,0.000230584613746032
WY,125,415,no,no,0,140.1,132,209.6,126,264.1,77,8,2,1,False,False,0.00462016277015209
GA,93,415,no,no,0,179.5,121,191.9,131,165.5,125,12,4,0,False,False,0.000492924766149372
CT,124,415,no,no,0,131.8,82,284.3,119,305.5,101,11.3,2,1,False,False,0.0156163573265076
NE,105,408,no,no,0,162.3,99,212.5,95,214.7,114,11.1,8,4,False,False,0.0487762950360775
TN,97,408,no,no,0,238.6,85,203.3,75,180.5,127,16.2,8,0,False,False,0.0205104723572731
OK,44,408,no,no,0,288.8,86,175.9,87,215.4,106,9.5,2,0,True,True,0.997282326221466
WI,35,510,no,yes,27,241.7,87,142,101,288.9,68,9.4,4,1,False,False,0.000193459971342236
MT,149,415,no,no,0,244.2,83,262,72,144.5,113,7,4,1,False,False,0.458848357200623
NV,102,415,no,no,0,144.4,87,266.5,128,217.6,59,7.1,7,0,False,False,0.0109322005882859
NM,158,408,no,no,0,172.4,114,256.6,69,235.3,104,0,0,2,False,False,0.0221713725477457
MI,116,408,no,no,0,133.3,94,247.8,126,219,78,11.3,5,5,True,True,0.996311604976654
MA,93,415,no,yes,31,237.2,85,213.1,100,192.7,87,10.7,4,1,False,False,0.00125664996448904
IL,151,408,no,no,0,175.3,106,144.3,87,160.2,88,11.8,5,0,False,False,0.0015544097404927
RI,107,510,yes,no,0,194.4,83,247.8,84,245.4,93,11.2,7,2,False,False,0.000497349305078387
NC,172,415,no,no,0,136,90,184,89,137.5,48,5.5,3,0,False,False,0.000891032221261412
AL,171,510,no,no,0,221.5,103,109.5,58,134.6,115,11.6,4,1,False,False,0.00203364994376898
NC,107,415,no,yes,38,204.2,57,205.9,92,286.5,80,8.3,4,0,False,False,0.00026376559981145
AR,87,408,no,no,0,185.8,119,192.3,83,200,96,6.6,4,1,False,False,0.00122441025450826
NE,88,408,no,yes,28,190.6,104,237.3,105,211.6,116,9.8,1,2,False,False,0.00045871757902205
RI,180,415,no,no,0,143.3,134,180.5,113,184.2,87,10.1,4,1,False,False,0.00337021355517209
UT,48,510,no,yes,43,172,111,200.2,64,233.1,96,8,5,1,False,False,0.00134287343826145
MA,17,415,yes,no,0,162.8,118,229.6,91,332.7,94,13.6,3,0,True,True,0.999972939491272
MD,116,510,yes,yes,27,175.5,137,210.6,60,294.8,121,6.9,5,1,False,False,3.24928478221409E-05
VA,80,415,no,no,0,197.5,114,206.9,119,163.6,109,11.3,4,1,False,False,0.000628655659966171
MI,225,415,no,no,0,165.4,106,273.7,109,210,93,8.7,3,0,True,False,0.00147104426287115
KS,158,415,yes,no,0,200,98,205.4,106,323.7,96,8.9,2,0,True,True,0.99997466802597
CT,107,408,no,no,0,103.4,94,189.3,125,227.2,125,14.4,3,1,False,False,0.000472877523861825
TN,95,510,no,no,0,174,57,281.1,118,197.2,94,9.7,2,0,False,False,0.000569357071071863
MO,104,510,no,no,0,189.3,73,156.2,120,232.2,76,7.5,8,3,False,False,0.00119034422095865
AK,50,408,no,no,0,183.6,107,58.6,118,202.6,99,8.7,3,1,False,False,0.000602159067057073
DC,66,415,no,no,0,146.4,107,196.5,99,230.1,106,7.8,2,1,False,False,0.00112127931788564
IA,117,415,no,no,0,226.5,85,141.6,68,223,90,6.9,5,1,False,False,5.75839039811399E-05
MS,93,415,yes,yes,36,169.7,109,318.6,88,246.5,95,9.8,3,0,False,False,0.00775705231353641
HI,161,408,no,no,0,165.4,88,209.7,111,270.7,129,10.5,3,4,False,False,0.158132687211037
VT,97,415,no,no,0,112.7,119,217.7,109,152.1,76,6.5,5,1,False,False,0.000254549522651359
FL,99,408,no,no,0,155.3,93,265.7,95,145.7,67,12.4,4,0,False,False,0.000871933007147163
AL,109,415,no,no,0,168,103,190.8,100,196.9,65,7.1,4,0,False,False,0.000211505335755646
DC,144,415,no,no,0,133.3,101,255.5,127,228.6,68,11.6,2,0,False,False,0.000417925126384944
SD,126,415,no,yes,23,114.3,102,190.3,103,240.4,111,12.6,7,3,False,False,0.00992390420287848
MA,13,408,no,no,0,220.4,100,211.2,79,259.3,112,13.6,8,2,False,False,0.00200118497014046
CT,60,415,no,yes,20,118.3,113,253.8,97,172.8,78,9.4,4,1,False,False,0.00093980081146583
UT,85,510,no,no,0,212.3,107,228.4,103,163.3,116,7.7,3,0,False,False,0.000331004965119064
AL,51,415,no,no,0,41.2,106,210.6,82,220.1,115,12.4,3,0,False,False,0.000609966285992414
DE,121,408,no,no,0,215.6,74,192.9,98,144,103,10.1,4,5,False,False,0.00133395288139582
NJ,128,415,no,no,0,237.9,125,247.6,93,208.9,68,13.9,4,1,True,False,0.107643567025661
VT,113,510,no,no,0,207.2,113,256,80,211,87,9.9,1,1,False,False,0.00185391504783183
NJ,121,415,no,no,0,166.3,114,138.8,130,215.3,108,10.4,10,2,False,False,0.000455523666460067
NC,95,408,no,no,0,128.6,115,216.2,88,255.3,96,6.3,2,6,True,True,0.999872207641602
DE,183,415,no,yes,8,86.5,119,285.2,97,180.4,133,8.7,2,2,False,False,0.00307874847203493
MO,120,408,no,no,0,121,139,270.4,121,141,90,5.3,8,1,False,False,0.000704294652678072
TX,51,415,no,no,0,180.5,88,134.7,102,170.7,97,10,3,2,False,False,0.00588877033442259
CT,152,408,no,yes,20,239.1,105,209.1,111,268.2,130,13.3,3,5,False,False,0.00538966711610556
AR,80,415,no,yes,34,243.4,96,102.3,115,217.8,95,12.2,3,1,False,False,2.60318156506401E-05
AR,88,415,no,no,0,141.7,102,226.2,125,100.1,93,11.9,8,0,False,False,0.000132850618683733
ND,180,415,no,no,0,224.9,105,250,101,216.1,73,6.7,5,3,True,False,0.00225003692321479
HI,78,408,no,no,0,89.1,124,226.6,121,249.2,88,6.9,5,0,False,False,0.000795720261521637
NJ,78,415,no,no,0,231,115,230.4,140,261.4,120,9.5,3,1,False,False,0.00088042626157403
UT,133,408,no,yes,44,174,80,209.4,113,224.1,87,14.1,7,2,True,False,0.000763081305194646
NE,166,415,no,no,0,238.6,117,242.8,73,203.3,130,10,8,4,False,False,0.0733706280589104
VA,127,408,no,yes,25,173,91,245.8,64,300,99,4.8,3,0,False,False,0.000194182619452477
IN,115,415,no,no,0,226.4,101,276.8,60,213.4,82,12.3,4,3,True,True,0.981823563575745
OH,97,408,no,no,0,256.4,125,273.9,100,222.7,101,11.1,1,1,True,True,0.999994575977325
LA,99,415,no,no,0,241.1,72,155.6,98,188.2,109,11.6,10,1,False,False,0.0020046248100698
CT,77,415,no,no,0,245.2,87,254.1,83,239.4,91,7.5,4,0,True,True,0.994445025920868
NJ,83,415,no,no,0,178.8,102,167.9,84,178.9,65,8.6,4,3,False,False,0.000407114188419655
WI,63,510,no,yes,13,214.2,61,181.2,88,174,68,10.3,2,0,False,False,0.000185107463039458
ID,127,408,no,no,0,102.8,128,143.7,95,191.4,97,10,5,1,False,False,0.00492298509925604
MO,61,408,no,no,0,45,108,151.3,74,152.9,94,9.8,6,2,False,False,6.8279383413028E-05
MS,114,415,no,yes,34,154.4,109,221.4,142,208.5,103,10.3,5,0,False,False,0.00677524693310261
SD,75,408,no,no,0,147.5,110,191.7,97,135,68,16.4,3,2,False,False,9.59197132033296E-05
AL,148,415,no,yes,21,262.9,135,149.5,96,140.5,109,8.1,4,1,False,False,9.44954081205651E-05
WV,44,510,no,no,0,238.3,83,193.7,112,167.7,79,9.4,6,5,False,False,0.000134716276079416
ND,55,415,no,no,0,180.1,77,235.5,98,169.4,104,11.1,2,0,False,False,0.00040211106534116
MS,140,408,no,no,0,162.6,98,206.2,109,141.6,66,8.2,2,1,False,False,0.00703126937150955
CT,60,415,yes,yes,45,135.6,101,94.9,73,154,118,9.8,3,4,True,True,0.999964892864227
VT,60,415,no,no,0,193.9,118,85,110,210.1,134,13.2,8,3,False,False,0.000122376586659811
AZ,140,408,no,no,0,173.2,91,196.8,106,209.3,128,11.2,5,3,False,False,0.00113990600220859
WA,124,408,no,no,0,282.8,108,246.3,89,256.4,96,10.3,1,3,True,True,0.999999284744263
DE,85,510,no,no,0,211.5,100,184.6,88,164.3,131,13.3,4,2,False,False,0.00131397019140422
AR,115,408,no,no,0,268,115,153.6,106,232.3,65,17,1,3,False,True,0.910705924034119
KY,129,415,no,no,0,207.7,75,191.3,116,226.7,98,11.6,6,2,False,False,0.00109985750168562
SC,36,415,no,no,0,184.6,132,193.7,69,283.5,83,5.9,3,1,False,False,0.000314561941195279
MA,118,408,yes,no,0,160,123,175.4,96,184.8,99,9.9,3,2,False,False,0.000165532255778089
NC,122,415,no,no,0,215.6,86,167.8,59,207,67,6.4,8,3,False,False,0.000182683463208377
MN,68,510,no,no,0,226.7,94,168.4,129,188.7,117,10.2,1,0,False,False,0.000228673394303769
CA,65,408,no,no,0,182.5,58,201.9,93,189.1,97,8.6,5,1,False,False,0.000406358100008219
UT,59,510,no,no,0,155.2,79,235.3,123,169.4,80,8.7,4,1,False,False,0.000991441309452057
WA,65,415,no,no,0,189.3,74,205.3,90,228.2,78,8.5,13,3,False,False,9.52927002799697E-05
CT,115,415,no,no,0,245,97,250.7,75,270.2,124,13.7,8,1,True,True,0.999918401241302
WA,143,415,no,no,0,211.4,94,184.5,89,243.2,108,5.5,5,1,True,False,0.0125674419105053
TX,46,415,no,no,0,230.7,117,186.2,84,182.2,109,9.2,4,2,False,False,0.000226704098167829
KY,109,415,no,no,0,175.6,80,238,94,198.4,103,10.2,6,1,False,False,0.00265583698637784
DC,108,510,yes,yes,36,153.8,105,246.2,62,150.9,125,11.1,4,1,False,False,0.000311454321490601
CO,135,408,no,no,0,129.4,104,199,96,142.4,81,12.3,4,1,False,False,0.00107133877463639
MN,17,415,no,no,0,138.1,115,196.5,55,213.9,100,11.7,4,1,False,False,0.000169857768923976
IN,156,510,no,no,0,237.7,122,181.5,91,185.7,151,7.7,4,1,False,False,0.000613060256000608
MA,92,408,no,yes,21,227.8,107,156.4,70,259.7,72,12.4,3,0,False,False,0.000347216031514108
WY,111,415,no,no,0,222.2,96,162.5,111,184.9,120,11.9,7,4,False,False,0.00236160052008927
FL,85,408,no,yes,33,207.9,95,233.5,88,221.3,92,13.5,3,1,False,False,0.00104993616696447
MA,58,408,no,yes,47,151.1,117,137.4,103,172.6,99,9.2,8,1,False,False,0.00115328945685178
DC,180,415,no,yes,33,231.8,78,232.9,79,206.9,121,7.6,4,1,False,False,0.00216731056571007
DC,78,415,yes,no,0,176.6,107,179.4,98,178.2,80,16.6,5,2,True,True,0.999959766864777
ND,51,510,no,no,0,95.3,103,189.3,116,238.7,110,13.6,4,1,False,False,0.00122826604638249
WY,86,415,no,no,0,227.9,105,218.7,118,223.2,120,14.2,5,3,False,False,0.00171718210913241
SD,128,510,yes,yes,32,223.5,81,188.8,74,154.9,101,9.4,2,2,True,True,0.99993771314621
DE,52,415,no,no,0,257.9,80,220.7,82,225.4,70,16.8,3,2,True,True,0.75080394744873
NH,88,415,no,no,0,202.2,86,216.8,93,239.4,99,11.8,2,2,False,False,0.000608723144978285
UT,39,408,no,no,0,157.2,81,247.7,131,215.7,141,9.9,9,1,False,False,0.000592986820265651
GA,93,408,no,yes,21,134.2,105,162.5,128,186.6,90,11.8,2,4,True,True,0.999653279781342
ME,75,408,no,no,0,229.2,59,142.8,107,291.6,109,8.5,5,0,False,False,0.0153923276811838
MS,29,510,no,no,0,313.2,103,216.3,151,218.4,106,12.8,4,2,True,True,0.999983429908752
WY,93,408,no,yes,42,166.9,101,273.2,84,171,106,11.5,1,1,False,False,0.00165947328787297
MT,138,415,no,yes,28,151,59,269.5,122,179.4,116,8.9,9,0,False,False,0.0030682219658047
NC,129,415,no,no,0,54.7,131,256.1,105,176.6,135,11.1,4,1,False,False,0.000286064227111638
AR,154,408,no,no,0,283.6,115,181.3,103,306.1,60,8.8,5,0,True,True,0.999836981296539
VT,126,415,no,no,0,226.2,88,140.3,114,208.9,110,6.4,2,0,False,False,0.00560834491625428
NC,166,415,no,yes,26,152.1,114,89.3,67,194.6,111,7.5,6,0,False,False,0.00693796155974269
WI,166,510,no,no,0,173.9,103,276.4,83,190.8,113,15.3,5,0,False,True,0.624420583248138
OH,147,415,yes,yes,24,219.9,118,208.5,116,352.5,111,8.1,4,3,False,False,5.86736241530161E-05
MN,115,510,yes,no,0,122,110,220.2,100,179.7,124,10.8,2,2,True,True,0.999902367591858
NH,130,415,no,no,0,213.1,105,206.2,108,163.4,93,8.9,3,0,False,False,0.00112210121005774
TX,38,415,no,yes,38,175.6,127,260.5,118,199.5,109,12.3,2,2,False,False,0.000160036739544012
MO,147,415,yes,no,0,157,79,103.1,94,211.8,96,7.1,6,0,False,False,0.000121090095490217
NC,74,415,no,no,0,102.7,89,149.3,100,188.1,114,11,5,0,False,False,0.00041910819709301
IN,96,415,no,yes,23,183.1,88,147.4,89,350.2,108,11.3,7,1,False,False,0.000299144739983603
