X_dataobs_,State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Assignments
2463,VA,21,415,no,no,0,223.2,142,216.5,114,214.7,111,12.4,2,1,False,0
2464,WV,145,408,no,yes,31,216,94,225.1,123,234.7,109,10.7,1,2,False,0
2465,DE,90,415,no,no,0,198.5,124,266.6,100,243.3,80,8,7,2,False,0
2466,CA,33,408,no,no,0,159.5,115,195.4,118,102.4,86,7.1,7,1,False,5
2467,PA,61,408,no,yes,40,105,78,180.6,100,174.1,115,10.2,2,2,True,4
2468,CO,107,415,no,no,0,204.5,108,162.4,110,155,102,13.4,1,3,False,5
2469,MD,147,408,no,no,0,274,92,231.8,82,283.6,83,6.2,1,0,True,0
2470,AL,117,510,no,no,0,158.7,84,181.7,91,177.3,67,7.7,10,2,False,4
2471,AL,95,415,no,no,0,229.9,116,202.4,110,171.4,105,14.2,6,1,False,5
2472,KS,186,510,no,no,0,137.8,97,187.7,118,146.4,85,8.7,6,1,False,2
2473,MI,128,415,no,no,0,179.4,94,270.4,92,191,88,7.9,4,0,False,6
2474,AK,55,408,no,yes,39,139.3,101,178.3,117,246.5,104,8.1,1,3,False,1
2475,OH,134,415,no,no,0,7.8,86,171.4,100,186.5,80,12.9,2,2,False,4
2476,IN,96,415,no,yes,23,183.1,88,147.4,89,350.2,108,11.3,7,1,False,1
2477,SC,107,415,no,no,0,206.9,79,262.4,117,149.3,69,10.7,3,0,False,5
2478,KS,123,415,no,no,0,140,106,153.7,101,50.1,87,12.5,1,2,False,5
2479,OK,35,415,no,no,0,179.2,59,283.3,101,285.4,83,5.8,7,2,False,1
2480,WI,74,408,no,no,0,177.4,136,240.3,104,237.3,133,12,3,0,False,1
2481,IN,130,408,no,no,0,115.6,129,167.8,104,141.8,124,12.6,9,1,False,4
2482,IL,137,408,yes,no,0,237.3,103,176.7,84,263.4,81,14.2,4,0,True,0
2483,TN,88,415,no,no,0,181.5,116,187,119,220.3,96,10.5,7,1,False,1
2484,NC,116,408,no,yes,19,155.7,104,185.4,118,192.7,116,8.2,2,3,False,4
2485,RI,123,510,no,yes,23,245,88,265,105,239.7,108,14.9,3,2,False,0
2486,MS,120,415,no,no,0,131.7,99,163.1,109,201.1,116,10.7,3,1,False,4
2487,VA,146,415,yes,no,0,111.1,126,313.4,95,215.7,82,10.5,6,1,False,6
2488,KY,106,510,no,yes,9,88.5,100,324.8,109,79.9,86,8.2,4,3,False,6
2489,NV,121,408,no,yes,44,116,85,150.1,120,246.8,98,12,2,1,False,1
2490,WI,137,510,no,no,0,155.5,81,133.1,94,253.1,77,9.1,2,1,False,3
2491,NH,84,408,no,yes,30,106.5,65,225.7,108,188.6,61,5.7,3,2,False,4
2492,NE,67,510,no,yes,31,175.2,68,199.2,73,219.8,99,13.2,6,1,False,1
2493,WI,161,408,no,no,0,154.7,84,177.8,125,172.9,90,5.9,2,4,True,2
2494,NJ,134,510,no,yes,34,247.2,105,225.5,133,186.3,76,6.1,5,2,True,0
2495,ME,62,415,yes,yes,32,218.4,93,236.7,132,192.2,137,13.2,3,0,True,0
2496,WY,120,415,no,yes,24,227.5,81,234.9,71,166.4,128,9,13,1,False,5
2497,IN,130,408,no,yes,30,185,117,249.5,141,157.8,103,7.4,7,0,False,6
2498,WI,20,408,no,no,0,186.8,89,253.4,51,273.1,105,12.3,6,2,False,1
2499,VT,68,415,no,no,0,158.8,119,211.8,105,198.1,101,10.3,3,1,False,1
2500,CA,112,415,no,no,0,208.7,150,212.8,104,178.1,98,8.5,4,0,False,5
2501,IN,77,408,no,no,0,185.9,95,212,98,282.3,81,11.3,4,3,False,1
2502,SC,109,415,no,no,0,222.5,74,169.7,75,264.3,94,9,3,2,False,3
2503,IN,108,415,no,no,0,201.1,101,170.7,86,237.4,113,11.6,3,3,False,3
2504,IA,79,415,no,yes,17,167.9,114,243.7,93,211.9,114,9.1,2,1,False,6
2505,MD,119,408,no,no,0,239.1,88,243.5,79,230.9,92,10.9,3,3,True,0
2506,AR,109,415,no,yes,29,111.2,90,263.5,98,224.7,128,9,6,6,True,6
2507,MN,134,415,no,no,0,244.1,99,246.9,111,200,133,7.2,2,0,False,0
2508,WA,47,415,no,yes,27,165,89,127.3,118,284.4,95,7.7,4,2,False,1
2509,MS,59,408,no,yes,27,127.4,110,103.3,99,164.2,73,9.1,3,0,False,4
2510,ID,151,415,no,no,0,194.8,106,292.7,103,224.6,82,5.5,3,0,False,6
2511,NC,129,415,no,no,0,54.7,131,256.1,105,176.6,135,11.1,4,1,False,4
2512,VA,107,510,no,yes,27,283.4,104,224.1,152,241.3,63,14.4,7,2,False,0
2513,MT,137,408,yes,no,0,258,112,246.5,117,173.2,100,10.9,3,0,True,0
2514,MI,76,510,no,no,0,90.5,142,211.7,75,194.9,76,9.3,2,1,False,4
2515,HI,24,415,no,no,0,235.6,132,115.9,129,185.4,136,16.2,2,0,False,3
2516,NC,169,408,no,no,0,142.5,82,231.4,110,131.2,67,10,4,2,False,2
2517,MN,30,408,no,no,0,54,68,179.3,96,247.2,101,10.2,8,1,False,4
2518,WV,70,415,no,no,0,214.8,87,131,114,216.9,104,9.4,3,3,False,3
2519,SD,52,510,yes,no,0,251.4,118,196.6,80,192,53,11,2,0,True,0
2520,HI,3,408,no,no,0,139,99,250.7,108,286.2,87,6.1,3,4,False,1
2521,MS,38,415,no,no,0,117.3,114,208.7,105,203.4,98,14.4,2,2,False,4
2522,NY,104,415,no,no,0,264,108,132.2,75,177.7,91,10.6,8,3,False,3
2523,LA,27,408,no,no,0,82.6,105,204,99,224.2,122,9.1,4,1,False,4
2524,KS,166,415,yes,yes,28,175.8,126,253.6,76,128.5,72,11.4,5,1,False,6
2525,MA,13,408,no,no,0,220.4,100,211.2,79,259.3,112,13.6,8,2,False,0
2526,AK,52,408,no,no,0,217,104,152.3,83,134.3,109,11.8,4,2,False,5
2527,SD,114,415,no,yes,25,129,77,290,110,177.1,110,11.6,5,1,False,6
2528,CO,156,408,no,no,0,150.5,106,152.9,112,215.9,86,3.5,3,1,False,2
2529,NH,90,415,no,yes,42,193.3,66,263.3,85,214.4,97,11.1,4,0,False,6
2530,WV,62,415,no,no,0,189.5,122,103.8,95,180.6,106,10.8,5,2,False,3
2531,AZ,82,415,no,yes,33,137.8,95,235.5,128,268.1,70,11,6,2,False,1
2532,ME,52,510,no,no,0,129.3,80,142.7,101,258.3,89,12.3,4,3,False,1
2533,NH,146,510,no,no,0,115.6,77,213.6,100,218.4,72,10.7,6,1,False,4
2534,ID,130,415,no,no,0,263.7,113,186.5,103,195.3,99,18.3,6,1,True,0
2535,WI,90,408,no,no,0,61.3,91,194.4,94,143.1,80,11.4,9,1,False,4
2536,NM,147,408,yes,no,0,183.8,113,164.7,110,111,87,10.1,4,1,False,5
2537,WY,159,415,no,no,0,167.4,68,143.8,74,140.1,111,10.3,3,0,True,2
2538,IL,74,510,no,yes,27,154.1,122,195.3,150,276.7,86,13.2,2,4,False,1
2539,TX,130,408,no,no,0,252,101,170.2,105,209.2,64,5.7,5,0,False,0
2540,RI,155,408,yes,no,0,163.1,94,291.7,108,96.4,111,11.2,3,0,False,6
2541,MI,87,415,no,no,0,198.3,80,187,89,133.5,96,16.6,4,2,False,5
2542,OR,81,415,no,no,0,324.7,48,236.4,82,187.6,78,13.1,5,0,True,0
2543,VA,99,510,no,no,0,128.3,78,215.3,120,143.7,140,14.3,9,2,False,4
2544,AL,89,510,no,no,0,129.2,71,214.1,68,214.9,100,10.3,4,5,True,1
2545,MS,130,510,no,yes,26,257.2,108,224.3,122,204,118,12.6,4,1,False,0
2546,HI,99,415,no,no,0,124.6,90,146.4,70,169.4,95,10.5,6,1,False,4
2547,WV,36,408,no,no,0,175.1,144,216.9,69,243.7,146,9.9,3,1,False,1
2548,WV,87,415,no,no,0,124.3,91,173.4,105,256.3,109,7.5,5,3,False,1
2549,WV,139,415,no,no,0,271.6,130,156,131,136.3,108,11.6,9,2,False,5
2550,IN,189,510,no,no,0,219.9,80,143.3,117,130.6,69,11.7,7,1,False,2
2551,NM,96,415,no,yes,33,183.3,115,201.4,87,177.4,84,10.4,15,3,False,5
2552,DE,112,408,no,no,0,101.1,119,214.4,67,179.5,112,10.3,5,2,False,4
2553,NC,75,408,no,no,0,203.3,70,228.9,97,222.2,118,14.3,3,1,False,0
2554,NM,178,415,no,yes,35,175.4,88,190,65,138.7,94,10.5,3,2,False,2
2555,SC,112,415,no,no,0,266,97,214.6,94,306.2,100,14.2,2,2,True,0
2556,NJ,108,415,no,yes,41,171.6,110,136.1,78,183.4,103,10.8,7,0,False,3
2557,AZ,100,510,no,no,0,78.7,98,225.6,102,150.4,106,14,8,0,False,4
2558,RI,121,510,no,yes,20,211.9,110,215.1,120,238.5,107,9.4,2,0,False,0
2559,SD,116,415,no,no,0,63.7,101,195.8,95,210.1,87,10,6,1,False,4
2560,NH,161,415,no,no,0,173.4,100,213.7,74,141.5,69,11.5,4,1,False,2
2561,AL,19,415,yes,no,0,237.7,98,207.1,121,182.2,95,4.5,4,0,False,5
2562,WV,104,415,no,no,0,225.9,123,162.8,106,272.1,85,10.1,4,1,False,3
2563,ID,119,415,yes,yes,32,173,101,209.4,93,231.1,91,12.2,4,0,False,1
2564,IN,156,510,no,no,0,237.7,122,181.5,91,185.7,151,7.7,4,1,False,2
2565,WY,109,415,no,no,0,137,128,217,116,182.1,86,10,5,2,False,4
2566,NH,95,510,no,no,0,142.5,109,176.1,107,189.6,88,8.2,3,2,False,4
2567,MN,90,408,no,no,0,142.4,126,126.2,118,274.2,71,4.6,4,1,False,1
2568,MA,105,415,no,yes,21,147,112,197.3,43,267.4,93,8.7,3,2,False,1
2569,NH,101,510,no,no,0,220.3,124,188.6,101,278.4,98,10.6,4,1,False,0
2570,MN,95,415,no,no,0,149.2,96,260.7,116,201,120,8.1,2,1,False,6
2571,IA,123,415,no,no,0,204.4,88,137.5,111,226,100,10,4,0,False,3
2572,NY,160,408,no,no,0,216.8,77,207.3,117,228.6,117,5.6,2,1,False,2
2573,WV,87,415,no,no,0,58,125,67.5,116,185.9,136,11.5,3,0,False,4
2574,NM,81,415,no,no,0,173.2,80,236.2,94,240.2,84,11.8,6,2,False,1
2575,CA,75,415,no,yes,19,210.3,90,241.8,87,215.7,102,13.1,3,4,False,0
2576,MA,126,408,no,yes,24,58.9,125,305.5,90,158.9,73,12.1,6,0,False,6
2577,ME,28,415,no,no,0,236.8,102,167.1,87,280.2,115,9.7,3,3,False,3
2578,FL,153,415,no,no,0,228.9,102,160.7,136,203.1,109,12.5,2,0,False,2
2579,IN,115,408,no,no,0,146.7,128,106.2,74,197.7,104,11.1,4,2,False,3
2580,WI,95,408,no,no,0,237.3,83,154,65,237,105,11.2,6,1,False,3
2581,MA,17,415,yes,no,0,162.8,118,229.6,91,332.7,94,13.6,3,0,True,1
2582,NH,105,415,no,yes,20,186.9,114,256.3,91,334.7,104,8.9,2,1,False,1
2583,TX,121,415,no,no,0,86.1,100,259.8,113,148,79,9.1,9,2,False,6
2584,NC,125,408,no,no,0,212.3,89,215.4,127,186.8,73,11.3,2,2,False,2
2585,CT,124,415,no,no,0,151,98,120.6,119,152.8,81,9.2,2,2,False,4
2586,NJ,35,408,no,no,0,158.6,67,130.4,96,229.8,80,6.9,5,2,False,3
2587,WY,134,510,no,no,0,296,93,226.4,117,246.8,98,12.3,10,0,True,0
2588,LA,123,510,no,yes,32,212.3,77,251.5,78,208.7,85,6.6,2,3,False,0
2589,NV,124,415,no,no,0,234.4,61,179.3,111,285.5,117,10.4,6,3,False,0
2590,WV,133,510,no,no,0,176.8,92,187.5,97,196.8,88,6.5,3,2,False,2
2591,AR,185,415,no,yes,19,157.3,123,257.7,94,190.4,107,9.6,6,0,False,2
2592,SC,1,415,no,yes,26,146.6,68,172.8,67,173.8,113,10,2,1,False,4
2593,KS,107,415,no,no,0,260.5,108,102.4,110,129.7,148,9.8,5,1,False,3
2594,NY,91,415,no,yes,20,146.1,98,277.4,104,137.7,100,6.2,3,1,False,6
2595,MI,178,408,yes,no,0,124.5,134,141.2,78,268.2,113,11.4,2,2,True,2
2596,UT,170,415,no,no,0,285.7,44,167.5,144,260,97,8.7,4,1,True,0
2597,HI,135,415,no,no,0,190.9,44,161.4,109,231.9,100,8.4,2,1,False,2
2598,OR,134,415,no,yes,50,208.8,130,132.9,104,136.7,107,11.1,4,2,False,5
2599,TN,148,415,no,yes,36,77.6,141,207,60,255.7,115,10.9,2,1,False,1
2600,CT,93,415,no,no,0,271.1,101,237.4,133,145.4,103,8.4,6,1,True,5
2601,AZ,138,415,no,no,0,240.8,104,144.5,92,125.7,98,11.6,1,0,False,5
2602,OR,159,510,no,no,0,114.8,98,192.6,101,259,108,12.2,5,0,False,1
2603,DE,103,415,no,yes,34,138.8,80,142,108,183.8,77,11.8,7,1,False,4
2604,MA,150,408,no,yes,27,209.8,112,155,80,251.5,111,7.2,6,0,False,2
2605,CT,37,408,no,no,0,134.9,98,248.4,130,236.2,113,14.7,2,3,False,1
2606,CT,134,408,no,yes,32,80.3,94,199.9,124,170.8,117,16.6,3,0,False,4
2607,CT,107,408,no,no,0,90.7,90,207.5,109,169.4,96,5.6,5,2,False,4
2608,MS,78,408,no,no,0,108.6,108,209.9,126,222.6,117,7.9,5,1,True,1
2609,MT,85,408,no,yes,17,89.8,88,233.2,75,165.7,116,9.3,7,4,True,4
2610,AK,61,415,no,yes,15,252.4,106,187.8,69,259.6,137,10,3,2,False,0
2611,DE,97,415,no,yes,32,183.4,94,269.1,120,203.5,38,6.7,4,5,False,6
2612,OH,136,408,yes,no,0,183.4,103,141.9,113,200.4,122,10.4,9,2,False,2
2613,MN,135,408,no,no,0,155.2,100,135.9,84,184.6,82,3.8,9,3,False,2
2614,CA,87,415,no,yes,19,165.8,122,186.9,89,249.7,78,0,0,1,False,1
2615,OH,165,510,no,no,0,209.4,67,273.8,89,150.2,88,12.8,1,0,False,6
2616,NV,148,415,no,no,0,279.3,104,201.6,87,280.8,99,7.9,2,2,True,0
2617,SC,99,415,no,no,0,174.1,102,99.1,118,211.6,126,7.7,2,2,False,3
2618,WV,123,415,no,no,0,175.7,78,184.6,96,156.9,92,9.1,2,2,False,2
2619,NM,127,415,yes,no,0,256.5,87,222.1,101,156.7,122,13,3,1,False,5
2620,WY,151,415,no,no,0,170.2,89,187.5,83,119.5,100,4.3,3,0,False,5
2621,CA,185,408,no,no,0,139.6,92,250.2,115,158.1,79,10.8,4,1,False,2
2622,KS,65,415,no,yes,34,208.8,119,142.1,106,214.6,87,12.5,4,4,False,3
2623,WY,58,510,no,no,0,210.1,126,248.9,108,158.6,88,14.4,2,4,False,5
2624,OK,104,415,no,no,0,113.6,87,158.6,98,187.7,87,10.5,6,2,False,4
2625,MA,58,408,no,no,0,174.4,112,265.8,122,182.4,87,0,0,4,False,6
2626,UT,108,415,no,no,0,210.6,117,164.2,103,201.4,68,9.4,5,0,False,3
2627,MN,132,510,no,no,0,121.5,88,253,124,195.7,120,10.7,4,1,False,6
2628,NE,80,415,no,no,0,127.8,67,181.6,112,197.3,63,15.9,2,2,False,4
2629,OH,162,415,no,no,0,135.2,98,242,107,246.9,96,10.2,2,2,False,1
2630,KY,110,510,no,no,0,99.4,62,275,86,212.1,94,16.7,3,2,False,6
2631,WA,96,415,no,no,0,276.9,105,246.9,94,254.4,107,10.3,3,1,True,0
2632,CO,125,408,no,yes,23,120.5,104,227.8,115,158.5,100,10.2,3,1,False,4
2633,DC,170,510,no,no,0,184.1,106,204.9,70,224.3,133,9.8,3,2,False,2
2634,AK,71,510,no,no,0,185,84,232.5,129,191.1,82,14.9,4,3,False,6
2635,SC,124,415,no,no,0,160.9,109,144.2,152,120.4,97,12.9,12,1,False,4
2636,KS,68,415,no,no,0,207.6,68,251.6,123,191.6,100,10.9,6,2,False,6
2637,UT,97,415,no,no,0,209.2,134,0,0,175.4,94,11.8,6,1,False,3
2638,IL,98,510,yes,no,0,158.4,71,306.6,66,144.2,93,2.1,4,1,False,6
2639,DC,24,408,no,no,0,149,73,131,81,238.6,69,8.6,3,2,True,3
2640,OK,44,408,no,no,0,288.8,86,175.9,87,215.4,106,9.5,2,0,True,0
2641,KY,96,415,no,yes,40,108.6,90,206.4,154,126.3,118,13.4,4,0,False,4
2642,AL,72,415,no,no,0,166.5,102,261,103,262.7,85,13.3,5,0,False,1
2643,HI,24,415,no,no,0,156.2,104,90,101,205.1,116,7.3,5,1,False,3
2644,SC,112,415,no,yes,31,225.2,89,256.8,117,249.7,87,11.5,1,4,False,0
2645,GA,117,415,yes,no,0,287.4,118,259.6,84,153.2,86,10,3,1,True,0
2646,KS,137,415,no,yes,19,175.3,96,241.3,146,211.4,109,7.8,2,0,False,6
2647,PA,136,408,no,no,0,102.1,75,219.5,97,73.7,92,9.8,5,0,False,4
2648,UT,95,415,no,no,0,157.9,103,259.6,90,230,117,14,2,0,False,6
2649,OR,82,415,no,yes,19,146.5,73,246.4,65,199,114,4.1,4,1,False,6
2650,ND,145,415,no,no,0,245.8,116,286.7,91,240.7,115,9,13,1,True,0
2651,KY,56,415,yes,no,0,177.7,114,215.6,110,236.7,67,10.5,5,1,False,1
2652,MN,155,408,yes,no,0,250.8,146,152.5,105,148.1,104,10,5,2,False,2
2653,OH,133,408,no,no,0,117.8,100,199.2,105,244.1,119,11.8,4,0,True,1
2654,WY,123,415,no,no,0,242.2,87,226.1,101,268.6,121,8.2,3,5,True,0
2655,GA,136,415,no,no,0,163.4,83,249.3,119,249.7,90,9.8,4,7,False,1
2656,TX,57,415,no,no,0,161,113,208,134,208.1,81,8.4,4,3,False,1
2657,WV,62,408,no,no,0,128.7,111,169.5,104,193.6,97,10.3,5,1,False,4
2658,NM,112,415,no,no,0,81.6,94,268.1,112,140.8,75,8.6,18,1,False,6
2659,MI,55,415,no,yes,20,207.7,91,199.7,113,216.5,110,7.3,1,1,False,0
2660,NC,95,408,no,no,0,128.6,115,216.2,88,255.3,96,6.3,2,6,True,1
2661,NY,125,415,no,no,0,233.3,65,209.8,93,210.6,109,9.1,4,1,False,0
2662,TX,1,415,no,no,0,182.1,106,134.9,106,152.3,75,10,3,5,True,3
2663,KY,98,415,no,yes,36,168,81,163.2,125,172.7,120,8,2,6,True,4
2664,ID,113,415,no,yes,30,183.8,102,183.4,123,235,52,11.6,7,0,False,1
2665,OR,99,408,no,no,0,256.4,44,214.5,105,233.7,75,7.9,1,3,True,0
2666,WI,103,415,no,no,0,180.2,134,97.7,85,181.7,134,8.4,3,1,False,3
2667,WV,177,408,no,no,0,227.8,81,161.8,97,217,106,8,5,1,False,2
2668,SC,149,415,no,yes,20,147.8,132,276.8,94,149.9,110,10.2,6,0,False,6
2669,CT,160,415,no,no,0,234.9,136,270.8,134,219.3,101,13.9,2,1,True,0
2670,NV,116,408,no,no,0,110.9,54,213.4,82,186.2,116,7.9,2,2,False,4
2671,ND,90,415,no,yes,22,124.5,94,231.7,90,222.2,108,6.4,12,1,False,1
2672,MI,148,415,yes,no,0,233.5,81,187.7,71,122.3,97,9.6,2,0,True,5
2673,MT,147,415,no,yes,35,197.3,134,141.1,99,212.1,90,10.1,4,2,True,2
2674,NE,95,510,no,no,0,58.2,96,202.1,126,210.5,97,10.4,5,0,False,4
2675,UT,201,510,no,no,0,212.7,72,225.2,90,195.1,99,7,6,1,False,2
2676,WV,80,415,no,no,0,151.5,89,131.7,78,235.3,131,11.8,4,0,False,3
2677,AR,122,415,yes,no,0,146.3,117,218.7,93,236,97,11.5,5,1,False,1
2678,MT,132,408,no,no,0,195.1,100,148.8,95,224.5,117,6.7,2,0,False,3
2679,UT,83,510,no,no,0,208.9,71,214.8,92,247.9,108,13,5,1,False,0
2680,HI,99,408,no,no,0,135.7,107,208.4,103,209,95,8.8,3,7,True,4
2681,NY,46,415,no,no,0,122.2,67,167.2,62,194.8,98,9.7,6,1,False,4
2682,OH,87,510,no,no,0,153.3,106,224.5,117,273.4,152,8.9,5,2,False,1
2683,HI,150,415,no,no,0,214,117,192.4,89,242.6,99,7.9,4,1,False,2
2684,KS,73,408,no,no,0,194.8,112,167.2,85,100.3,61,10.8,6,1,False,5
2685,IN,7,415,no,no,0,206.7,87,281.1,83,158.5,77,11,5,3,False,6
2686,NY,131,408,yes,no,0,122.3,83,118.8,94,147.9,95,13.7,3,3,True,4
2687,VA,105,415,no,no,0,259.3,96,175.2,97,222.4,36,12,5,3,False,0
2688,ID,47,415,no,yes,28,172.9,109,137.6,94,203.8,109,8.3,6,1,False,3
2689,MO,101,415,yes,no,0,156.4,116,130.4,114,207.3,109,7.3,5,1,False,3
2690,AL,182,415,no,yes,24,128.1,104,143.4,127,191,98,11.6,3,1,False,2
2691,OR,161,408,no,no,0,196.6,73,170.2,79,194.3,79,12.5,3,1,False,2
2692,VT,128,408,no,no,0,227.9,130,302.6,71,191.5,82,5.5,7,1,True,6
2693,AZ,69,415,no,yes,31,194.9,63,191.6,90,153,129,13.2,2,2,False,5
2694,VA,113,408,no,yes,34,44.9,63,134.2,82,168.4,118,13.3,3,1,False,4
2695,PA,87,408,no,yes,30,262.8,114,215.8,130,154.8,88,7.8,2,0,False,5
2696,CO,71,415,no,no,0,211.2,70,252.7,122,225.8,104,12.3,3,0,False,0
2697,KY,76,415,no,no,0,204,69,225.1,110,240.3,85,9.6,5,1,False,0
2698,NJ,87,510,no,no,0,223.2,109,127.5,86,289.3,83,14.5,4,3,False,3
2699,IL,117,408,no,no,0,119,82,187.5,108,189.3,97,11.5,3,1,False,4
2700,RI,76,415,no,no,0,171.1,78,257.2,83,91.6,92,16.2,3,1,False,5
2701,OH,66,415,no,no,0,170.5,103,254.3,77,197.3,138,10.5,2,2,False,6
2702,MO,110,415,no,no,0,178.5,124,146.9,141,217.1,102,9.9,7,1,False,3
2703,MD,204,510,no,no,0,205.2,145,154.8,95,191.4,77,14.1,5,3,False,2
2704,OH,32,415,no,yes,31,232.8,97,183.5,111,206.8,111,13,2,0,False,3
2705,VA,133,408,no,yes,39,239.9,107,253.8,77,128.7,85,6.7,3,5,False,5
2706,FL,185,408,no,no,0,55.6,97,288.7,83,111.2,110,12.1,3,2,False,6
2707,CO,103,415,no,yes,37,153.5,78,241.9,108,244.7,110,10.6,3,1,False,1
2708,NY,91,510,no,no,0,109.8,100,189.6,104,206.7,85,11.1,3,1,False,4
2709,WV,131,415,no,no,0,196.1,89,185.5,87,250,132,5.2,6,2,False,2
2710,LA,153,510,no,no,0,166.8,127,143.5,121,210.7,130,11.8,4,0,False,2
2711,UT,148,510,no,no,0,203,92,150.9,125,245.5,131,14.6,9,1,False,2
2712,AL,141,408,no,no,0,242.8,90,234.1,80,211.5,104,6,3,5,False,0
2713,ME,105,415,no,no,0,156.5,102,140.2,134,227.4,111,12.2,2,2,False,3
2714,TX,169,408,no,no,0,266.7,105,158.2,88,287.7,111,13.8,3,3,True,0
2715,ND,127,415,no,yes,23,182,80,216.1,85,156.9,82,9.8,4,1,False,5
2716,CO,57,415,no,no,0,85.9,92,193.9,127,231.5,93,10.1,2,0,False,4
2717,LA,123,415,no,yes,33,146.6,87,114.8,59,220.4,99,2.9,7,0,False,3
2718,MT,103,510,no,yes,35,110.5,101,208.3,81,87.4,77,13.9,2,4,True,4
2719,OR,101,415,no,no,0,118.6,89,199.6,97,53.3,61,11.5,5,1,False,4
2720,NH,123,415,no,yes,22,197.6,105,80,86,120.8,82,15.6,12,2,False,3
2721,NE,78,510,no,yes,32,210.3,116,192.2,83,246.1,92,10.8,4,6,False,0
2722,WV,101,415,no,yes,28,220.3,96,285.8,72,203,111,9.4,6,4,False,6
2723,NV,129,415,no,no,0,150,98,232.4,101,261.2,123,12.5,6,1,False,1
2724,MA,67,415,no,yes,34,161.7,114,207.6,115,205.7,114,9.2,4,0,False,1
2725,MI,37,415,no,no,0,191.4,116,167.4,99,216.5,112,14,5,3,False,3
2726,KY,64,415,yes,no,0,146.7,83,148.3,91,238.6,69,12.5,3,3,False,1
2727,WV,173,510,no,no,0,109.4,103,101.3,111,167.3,106,7.8,7,1,False,4
2728,NJ,75,415,no,yes,42,248.9,93,170.8,108,104.5,91,11.2,8,1,False,5
2729,ME,88,415,no,no,0,85.7,112,221.6,70,190.6,75,11.6,3,4,True,4
2730,TX,112,415,no,no,0,214.8,112,209.7,104,164.4,97,9.4,5,3,False,5
2731,MN,113,408,no,no,0,158.9,137,242.8,109,247.8,97,6.5,4,0,False,1
2732,VA,121,510,no,yes,28,110,94,141.5,76,237.3,87,6.4,3,2,False,4
2733,DC,70,415,no,no,0,152.8,145,183.6,102,151.8,75,10.5,2,1,False,4
2734,MD,90,415,no,no,0,145.6,103,197.1,137,294.5,83,10.5,4,0,False,1
2735,RI,39,408,no,no,0,93.3,83,199.6,114,206.2,104,6.5,4,0,False,4
2736,MA,142,408,no,no,0,216.8,134,187.8,106,138.1,108,8.3,2,0,False,5
2737,MD,176,408,no,no,0,201.9,101,154.7,78,164.4,79,9,2,1,False,2
2738,NM,105,408,no,no,0,146.4,81,225.1,80,230.1,117,8.5,2,1,False,1
2739,MI,110,510,no,no,0,18.9,92,258.4,81,109.6,74,14.8,4,1,False,4
2740,AZ,88,415,no,no,0,172.8,81,193.4,90,89.6,107,12.8,5,2,False,5
2741,AL,95,408,no,no,0,190.2,119,157.1,70,181.5,120,14,6,0,False,3
2742,MI,147,415,no,no,0,130.6,83,208.1,144,204.6,72,15.6,3,3,False,2
2743,SC,101,415,no,no,0,158.4,92,188,117,219.7,125,13.5,4,4,True,1
2744,MS,115,415,no,no,0,166.5,111,236.2,98,205.6,92,15.6,2,1,False,6
2745,MS,103,415,no,no,0,129.3,103,202.8,89,233,126,12.9,2,2,False,1
2746,CA,82,415,no,no,0,199.3,112,193.4,120,254.4,117,7,10,0,False,1
2747,MD,141,415,no,no,0,185.1,126,233,98,152.2,106,9.1,7,0,False,5
2748,ND,149,408,no,no,0,175.4,80,197.4,127,188.2,102,9.7,2,2,False,2
2749,IL,131,510,no,no,0,263.4,123,151.9,74,218.5,101,10.7,2,2,False,3
2750,SD,119,510,no,no,0,94.2,108,264.1,100,203.7,79,7.3,3,1,False,6
2751,AL,112,510,no,no,0,189.4,83,219,89,168,116,7.1,8,3,False,5
2752,NV,116,510,no,yes,35,118,103,167.2,106,205.7,102,11.8,2,2,False,4
2753,LA,94,415,no,no,0,212.1,98,189.4,89,352.2,95,8.4,5,3,False,1
2754,VA,90,408,no,no,0,222,93,187,103,282.3,124,12.4,6,2,False,0
2755,DE,114,415,no,yes,31,222.8,98,180.5,105,151.3,101,13,4,0,False,5
2756,CT,63,408,no,yes,25,190,137,116.6,76,141.5,110,12.2,2,1,False,3
2757,CO,130,408,no,no,0,271.8,129,237.2,128,210.1,91,8.7,2,4,True,0
2758,MA,122,408,no,yes,29,195.4,83,268.2,93,168,95,8.4,6,3,False,6
2759,OR,166,510,no,no,0,199.6,93,214.3,99,196.8,110,7.2,5,3,False,2
2760,WA,62,415,no,no,0,100,98,173.5,95,218,122,10.1,4,0,False,4
2761,SC,78,415,no,yes,21,160.6,85,223.1,79,124,92,9.5,1,2,False,5
2762,IN,148,415,no,yes,26,158.7,91,160.5,127,218.3,88,9.9,3,1,False,2
2763,MD,154,510,no,no,0,154.5,122,214.2,71,178,105,12,2,3,True,2
2764,NV,110,408,no,yes,34,192.3,114,129.3,114,136.3,102,6.3,12,1,False,3
2765,TX,75,415,no,no,0,305.1,106,188,115,235.4,116,8.5,5,0,True,0
2766,ND,84,408,no,yes,38,193,106,153.6,106,260.4,87,7.4,5,2,False,3
