State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Scored Labels,Scored Probabilities
UT,83,510,no,no,0,208.9,71,214.8,92,247.9,108,13,5,1,False,False,0.000581804604735225
MN,78,415,no,no,0,241.3,113,146.6,97,129,131,11.8,6,3,False,False,0.000152276741573587
MI,59,415,no,no,0,204.3,65,247.3,123,214.7,94,12,4,1,False,False,0.0004850989789702
WA,118,510,no,no,0,113,80,150.1,87,204.3,115,10.8,4,2,False,False,0.00152697355952114
NV,41,510,no,no,0,182.1,89,211.5,104,207.4,124,6.8,1,1,False,False,0.000734392728190869
IA,45,415,no,no,0,211.3,87,165.7,97,265.9,72,13.3,6,1,False,False,0.000125847902381793
NV,110,510,no,no,0,129.5,94,92.6,96,154.3,110,9.9,5,3,False,False,0.000239132772549056
MI,103,510,no,yes,29,211.6,111,237.9,84,209.4,93,14,7,2,False,False,0.000912961084395647
VA,34,415,no,no,0,210.4,75,205.1,108,230.5,129,12.5,2,1,False,False,0.000632385781500489
KY,70,408,no,no,0,156.6,82,193.1,112,179.8,108,12.6,1,1,False,False,0.000680459721479565
IA,46,510,no,no,0,199.2,111,175.1,83,210.6,84,10.2,2,3,False,False,0.000187702709808946
AZ,62,408,no,yes,42,137.3,95,184.2,94,231.4,70,10.2,3,0,False,False,0.00114769651554525
AL,200,408,no,no,0,128.2,87,133.2,105,177.6,123,11.2,2,1,False,False,0.000790524296462536
IL,71,415,no,no,0,112.1,122,157.9,86,271.6,104,11.1,5,0,False,False,0.000180330796865746
LA,162,510,no,yes,33,184.5,139,183.2,78,127.4,106,12.3,6,0,False,False,0.000855519203469157
OK,146,510,no,no,0,138.4,104,158.9,122,47.4,73,3.9,9,4,True,True,0.999803841114044
ND,56,510,no,yes,37,153.7,97,271.4,91,179,121,8.3,2,1,False,False,0.000378329306840897
VA,100,415,no,no,0,174.2,93,235,101,264.2,83,9.9,7,1,False,False,0.000658369215670973
AL,77,415,no,no,0,163,112,219.1,89,233.4,66,6.7,3,2,False,False,0.000129466905491427
ME,42,510,no,no,0,139.4,109,223.8,121,244.9,105,4.6,3,1,False,False,0.000427099439548329
KS,101,510,no,yes,25,144.1,144,167.6,105,240,107,14.5,3,1,False,False,0.000613997224718332
WI,49,408,no,no,0,260.9,88,174.2,103,262.8,98,10.6,4,1,False,False,0.00919582601636648
NC,43,415,no,no,0,165.8,96,132,105,323.2,62,10.7,6,0,False,False,3.83050100936089E-05
CA,112,415,no,no,0,208.7,150,212.8,104,178.1,98,8.5,4,0,False,False,0.00335297733545303
IN,60,415,no,no,0,136.4,147,219.9,101,99.7,73,7,3,0,False,False,0.00796253047883511
IL,151,415,yes,no,0,198.7,70,209.5,106,281.9,126,12.4,4,0,False,False,0.000235581261222251
NH,161,415,no,no,0,173.4,100,213.7,74,141.5,69,11.5,4,1,False,False,0.000637520512100309
SC,212,415,no,no,0,226,127,304.6,83,181.2,132,12.6,4,2,True,True,0.998236000537872
NV,115,415,no,no,0,286.4,125,205.7,74,191.4,141,6.9,6,1,True,True,0.999972701072693
WI,149,415,yes,yes,28,126.9,97,166.9,102,145.2,77,8.8,3,5,True,True,0.999942421913147
KS,86,408,no,yes,23,225.5,107,246.3,105,245.7,81,9.8,2,0,False,False,0.000415613176301122
NY,112,415,no,yes,23,286.6,79,315.3,102,193.9,101,10.3,6,1,False,False,0.000855079561006278
TX,19,510,no,yes,34,156.6,97,224.2,97,260.9,135,11.3,1,1,False,False,0.000154348876094446
NY,142,415,no,no,0,145.4,93,209.1,98,214,96,10.9,1,1,False,False,0.00406157970428467
MD,93,408,yes,no,0,312,109,129.4,100,217.6,74,10.5,2,0,True,True,0.999999225139618
UT,49,415,no,no,0,266.3,90,207.8,117,205,98,14,2,2,True,True,0.999488055706024
WY,116,415,no,yes,42,280.4,95,174.4,101,190,65,9.9,1,3,False,False,0.00228643068112433
UT,111,510,no,no,0,191.3,80,138.5,94,246,107,6.4,3,2,False,False,0.000140555872349069
WV,121,415,no,no,0,103.3,110,129.1,82,167.1,113,10.7,3,0,False,False,0.000169782462762669
KY,115,510,no,no,0,99.7,107,145.1,96,149.4,99,14.1,4,2,False,False,0.000704164674971253
WY,37,510,no,yes,33,225.7,133,223.9,115,192.7,131,11.2,5,3,False,False,0.0009318349766545
KS,110,415,yes,yes,27,267.9,103,263.3,74,178.1,106,8.3,2,1,True,True,0.999715507030487
NV,94,408,yes,no,0,89.5,94,339.9,106,172.9,76,7.9,1,1,True,True,0.999971091747284
MA,83,510,no,no,0,268.7,81,145.5,100,185.6,86,9.4,6,0,False,False,0.000584741530474275
CA,67,510,no,no,0,102.8,93,137.8,91,158.9,110,8.9,5,1,False,False,0.000108498563349713
IN,158,408,no,no,0,119.8,123,262.2,122,219.8,111,12.4,5,1,False,False,0.0671041384339333
VA,34,415,no,no,0,151,102,131.4,101,186.6,86,9.9,7,0,False,False,0.000236204490647651
MA,86,510,no,no,0,176.3,79,259.2,97,287.4,78,6.2,3,0,False,False,0.000820702232886106
AL,144,415,no,no,0,177.5,93,287.4,75,180.5,118,11.9,3,2,False,False,0.00203692400828004
RI,119,415,no,yes,29,117.8,66,256.8,114,147.6,76,7.6,3,3,False,False,0.00201975042000413
CA,96,415,no,no,0,183.9,88,109.2,86,190.2,78,16.6,7,2,False,False,0.000693034089636058
IA,111,510,no,yes,33,168.1,97,204,88,260.9,97,15.1,3,1,False,False,0.00101202132645994
NY,60,510,no,yes,31,191.8,75,267.8,135,200.5,62,12.8,3,2,False,False,0.000109155298559926
FL,202,415,no,no,0,168.9,88,235.8,98,273.2,108,14.6,3,3,False,False,0.00059923913795501
NY,61,415,no,no,0,197.7,118,152.2,96,221,93,7,3,2,False,False,0.000336801575031132
LA,179,408,no,no,0,219.2,92,149.4,125,244.7,104,6.1,5,0,False,False,0.00237814313732088
WV,154,408,no,yes,35,64.9,76,184.1,91,151.6,75,14.6,1,1,False,False,0.000192504754522815
GA,58,408,no,no,0,165.4,100,115.7,87,193.8,118,12.8,5,2,False,False,0.000211532111279666
AZ,90,415,no,no,0,179.2,77,210.7,99,276.9,58,9.2,6,2,False,False,0.000178886242792942
AR,34,510,no,no,0,124.8,82,282.2,98,311.5,78,10,4,2,False,False,0.00230312952771783
NC,77,408,yes,yes,44,103.2,117,236.3,86,203.5,101,11.9,2,0,True,True,0.999941647052765
WI,72,415,no,no,0,129.8,106,188.7,138,212.5,116,8.3,4,4,True,True,0.99983823299408
AL,69,408,no,yes,27,188.4,104,320.6,128,161.7,120,9.7,7,1,False,False,0.000532215810380876
CT,37,408,no,no,0,134.9,98,248.4,130,236.2,113,14.7,2,3,False,False,0.000204430354642682
FL,58,510,no,no,0,234.8,89,106.8,131,178.5,122,9.9,6,0,False,False,0.00013010817929171
MT,106,510,no,no,0,169.4,107,197.2,71,202.2,79,10.7,4,1,False,False,0.000780837843194604
CA,125,510,yes,no,0,158.7,112,155.7,126,246,110,8.3,1,2,True,True,0.999795496463776
NV,116,408,no,no,0,110.9,54,213.4,82,186.2,116,7.9,2,2,False,False,0.000226397343794815
FL,129,415,yes,no,0,267.4,78,204.2,85,111.7,146,5.9,4,1,False,False,0.00236088852398098
WV,48,415,no,yes,34,198,70,273.7,121,217.9,71,7.6,4,1,False,False,0.000165286313858815
ND,120,415,no,no,0,177.2,88,270.4,99,231.5,90,14,2,2,False,False,0.00100969302002341
WI,95,415,no,no,0,198.9,101,209.7,91,145.3,55,11.4,4,1,False,False,0.000374148512491956
GA,109,510,no,yes,35,230.5,116,265.8,130,269.7,69,10.6,6,5,False,False,0.00173982337582856
TX,57,415,no,no,0,161,113,208,134,208.1,81,8.4,4,3,False,False,0.00478092255070806
NM,73,415,no,no,0,214.3,145,268.5,135,241.2,92,10.8,13,1,False,False,0.0413785539567471
NM,79,415,no,no,0,187.3,108,177.1,72,269.2,135,9.5,3,3,False,False,8.76867125043646E-05
SC,124,415,no,no,0,160.9,109,144.2,152,120.4,97,12.9,12,1,False,False,0.00335753918625414
NE,44,415,no,no,0,240.3,146,164.6,83,240.7,106,10.6,2,1,False,False,0.000529910146724433
SC,97,510,no,no,0,164.2,97,232.2,85,198.8,118,6.5,3,1,False,False,0.000861233565956354
MN,145,408,no,no,0,241.7,137,135.8,100,277.6,123,13.1,3,0,False,False,9.40242462093011E-05
AL,80,415,no,no,0,209.9,109,226.1,56,154.2,121,9,5,1,False,False,0.000112577130494174
OK,32,510,no,no,0,230.7,122,204.7,134,142,86,8.7,3,2,False,False,8.58962084748782E-05
DE,67,415,yes,yes,35,181.1,59,215.9,116,216.3,106,16.9,4,0,True,True,0.999947309494019
AL,106,415,no,no,0,212.9,110,187,69,128.1,71,6.3,3,3,False,False,7.33159176888876E-05
TN,108,510,no,yes,34,162.1,83,171.8,117,259.8,76,9.6,3,4,True,True,0.998782753944397
VA,10,408,no,no,0,186.1,112,190.2,66,282.8,57,11.4,6,2,False,False,0.000143175784614868
KY,105,415,no,no,0,181.3,134,136,84,271.2,122,10.3,3,1,False,False,0.000895540753845125
ND,127,415,no,yes,23,182,80,216.1,85,156.9,82,9.8,4,1,False,False,0.000515135645400733
MA,116,415,no,no,0,119,94,144.3,110,199.7,65,8.8,5,2,False,False,0.000238947541220114
NY,78,510,no,no,0,152.9,81,256.6,82,173.6,112,5.3,6,2,False,False,0.000120922086352948
ND,50,415,no,no,0,295.3,127,127.4,100,166.8,105,9.6,6,1,False,False,0.00470396503806114
NE,127,408,no,no,0,135.5,110,146,116,208,88,10.7,4,2,False,False,0.000546684488654137
NE,76,415,no,no,0,272.7,97,236.4,95,235.5,105,7.7,2,0,True,True,0.999942660331726
NM,155,415,no,no,0,281.6,103,152.7,82,196.8,86,7.4,3,2,False,False,0.00836800970137119
OH,82,415,no,no,0,179.2,95,228.9,95,187.7,100,13.2,2,1,False,False,0.000780633126851171
SD,95,408,no,yes,20,165.7,78,215.6,94,243.3,91,9.8,6,0,False,False,0.000453208573162556
KS,148,510,no,no,0,239.3,84,195.7,85,232.6,104,10.9,3,1,False,False,0.000950141227804124
ME,28,415,no,no,0,236.8,102,167.1,87,280.2,115,9.7,3,3,False,False,0.000561293971259147
VA,94,415,no,no,0,208.1,72,188,79,162,96,4.6,5,2,False,False,0.000234179387916811
ME,80,408,no,no,0,322.3,113,222,95,162.8,123,6.7,8,0,True,True,0.999993622303009
SC,77,415,no,no,0,175.8,116,156.2,125,237.4,106,5,4,0,False,False,0.000260144413914531
TN,130,408,no,no,0,127,102,206.9,107,231.7,99,6.1,6,0,False,False,0.0010023444192484
CT,96,415,no,yes,37,172.7,93,120.1,116,216.1,86,10.3,5,5,True,True,0.999868154525757
PA,69,415,no,no,0,143.6,88,141.8,86,194,83,10.8,5,3,False,False,0.000160270559717901
MO,83,415,no,no,0,196.7,117,272,89,199.9,62,10.1,11,3,False,False,0.00196644151583314
UT,110,408,no,no,0,192.6,102,178.9,118,214.6,74,9.4,4,1,False,False,0.000551003788132221
FL,104,415,no,no,0,76.4,116,115.6,74,226.3,94,9.4,3,3,False,False,0.000208506695344113
WV,66,415,no,no,0,180.4,99,135.1,114,206,98,9.5,6,1,False,False,0.000243789370870218
FL,79,510,no,no,0,130.2,119,290.9,121,194.8,140,14,6,3,False,False,0.000140981734148227
NJ,85,510,no,no,0,232.1,130,150.7,75,253.9,77,13,3,0,False,False,0.000264909496763721
OR,129,408,no,no,0,98,99,240.7,62,254.8,123,10.5,4,0,False,False,0.000869683281052858
NH,98,415,no,no,0,243.4,88,147.1,155,156.4,80,9.7,4,2,False,False,2.40783319895854E-05
MD,136,415,no,no,0,250.2,121,267.1,118,151,114,13,2,1,True,True,0.997594892978668
KY,98,415,no,no,0,189.8,113,271.5,111,218.9,96,13,5,1,False,False,0.00319263129495084
KY,55,415,no,yes,28,105.3,82,197.4,109,187.5,91,8.6,6,2,False,False,0.000190426202607341
MD,125,408,no,no,0,137.1,94,209.8,83,238.4,114,8.6,4,1,False,False,0.000493235886096954
SD,137,415,no,no,0,144.5,119,167.3,89,175.1,76,6.1,4,5,True,True,0.999976277351379
ID,92,415,no,yes,23,167.4,83,258.6,129,116.4,110,11.2,3,4,False,False,0.000430920976214111
MT,96,415,no,no,0,97.6,98,105.5,118,220.2,105,11.6,9,1,False,False,0.0026568709872663
WY,39,510,no,yes,38,201.8,66,200.1,87,173.7,112,9.5,3,0,False,False,0.000250097800744697
WV,128,415,no,no,0,140.3,108,235.3,111,200.8,57,11.8,6,1,False,False,0.000698325748089701
MO,76,510,no,no,0,129.7,84,177.5,80,228.9,87,7.5,3,5,True,True,0.999991059303284
DE,112,408,no,no,0,101.1,119,214.4,67,179.5,112,10.3,5,2,False,False,0.00056389399105683
ME,82,510,no,yes,29,207.2,111,254.1,137,169.3,92,9.5,5,2,False,False,0.000109539745608345
MA,97,408,no,no,0,217.6,81,320.5,51,150.7,110,4.2,3,0,False,False,0.000647259701509029
DC,19,415,no,no,0,184.5,131,201.3,87,188.9,114,13.1,10,1,False,False,0.00758648989722133
VT,115,415,no,no,0,202.1,95,231.6,89,214.6,165,13.1,7,1,False,False,0.000439723924500868
SD,91,510,no,no,0,149,115,245.3,105,260,94,8.3,3,0,False,False,0.00150434719398618
DC,66,415,no,no,0,167.3,91,230,68,191.7,118,10.6,5,1,True,True,0.96638822555542
VA,103,415,no,no,0,230.2,100,174.1,100,194.1,112,9,11,2,False,False,0.000376594252884388
PA,59,510,no,no,0,189.1,141,198.2,113,280.2,103,2.2,7,1,False,False,0.0008236687281169
CT,101,415,no,no,0,164.6,85,204.9,72,136.4,104,11.5,5,0,False,False,0.000940201804041862
HI,72,415,no,no,0,109.1,97,115.7,96,295.8,84,8.3,6,0,False,False,6.44256651867181E-05
NY,140,415,no,no,0,235.5,81,257.2,130,103.1,111,11.5,4,2,False,False,9.0237008407712E-05
MI,102,510,no,no,0,242.2,88,233.2,89,188.5,121,6.2,6,3,False,False,0.00150283460970968
WV,13,415,no,no,0,146.4,74,148.5,92,216.7,96,11.3,3,1,False,False,0.000265734619461
ME,78,415,no,no,0,252.9,93,178.4,112,263.9,105,9.5,7,3,False,False,0.00114341068547219
VT,105,510,no,no,0,167.7,93,234.1,103,169.7,121,6.9,5,3,False,False,0.0001406088413205
TX,65,415,no,no,0,217.9,89,238.8,101,194.4,105,6.6,4,0,False,False,0.0030138383153826
NE,105,510,no,no,0,213.3,99,153.1,79,227.9,98,10.8,5,1,False,False,0.00142713089007884
NC,85,510,no,no,0,183.4,111,168.8,98,199.7,97,9.9,4,4,False,False,0.00679841311648488
FL,22,415,no,no,0,181.8,108,198.6,148,206.6,96,9.3,3,2,False,False,0.000191569371963851
VA,146,415,yes,no,0,111.1,126,313.4,95,215.7,82,10.5,6,1,False,False,0.00721027934923768
CT,163,408,no,yes,40,231.9,56,211.8,91,268.5,74,12.3,3,2,False,False,0.00169297715183347
PA,121,408,no,no,0,245.9,113,210.8,94,187.9,108,10.4,8,1,False,False,0.0153207900002599
TN,99,408,no,no,0,54.8,92,173,103,195.1,125,7.5,3,1,False,False,0.000352793838828802
NM,138,408,no,yes,12,114.5,100,175.1,130,112.7,85,7.8,5,0,False,False,0.000242368303588592
IN,69,510,no,no,0,135.4,101,238.1,124,195.6,102,10.6,2,1,False,False,0.00968322344124317
NM,68,408,no,no,0,131.6,89,137,109,256.3,107,10.2,5,3,False,False,0.000895280798431486
WA,62,415,no,no,0,166.9,76,223.6,113,188.9,87,14.2,5,1,False,False,0.000433509645517915
LA,99,510,no,no,0,142.3,89,204.5,95,203.1,114,9.1,1,0,False,False,0.0550171956419945
ME,173,408,no,no,0,128.6,108,248.3,92,130.1,115,10.4,2,4,True,True,0.9993537068367
ID,110,415,no,no,0,170.1,87,216.6,98,225,88,10.8,3,2,False,False,0.0011881475802511
KS,121,408,no,no,0,150.7,105,197.3,133,169,116,9.2,15,1,False,False,0.000689817126840353
ID,134,415,no,no,0,204.7,108,143.1,105,165.8,84,11,4,6,False,False,0.00105051626451314
SC,125,510,no,no,0,184.1,105,126.7,123,241.5,94,4.7,6,1,False,False,0.000142003103974275
NE,90,415,no,no,0,145.5,92,217.7,114,146.9,123,10.9,2,3,False,False,0.000523860391695052
UT,50,510,no,no,0,258.1,106,161.4,106,225.1,110,11.7,5,1,False,False,0.0010193798225373
MI,126,415,no,no,0,193.1,114,75.5,61,186.2,73,11.1,1,3,False,False,0.00169539812486619
CT,124,415,no,no,0,151,98,120.6,119,152.8,81,9.2,2,2,False,False,0.00125345785636455
MN,89,510,no,no,0,86,105,215.5,102,185.7,83,8.2,3,3,False,False,0.000400482414988801
MI,133,408,no,no,0,277.3,138,228.4,117,117.3,103,12.8,4,2,True,True,0.998014688491821
MS,145,408,yes,no,0,113,63,187,131,146.8,61,10.9,7,1,False,False,0.00155577738769352
OR,110,408,no,no,0,149.8,112,180,93,140,119,11.7,4,2,False,False,0.000516514526680112
MT,97,415,no,yes,15,117.6,97,196.3,126,157.4,113,6.4,3,1,False,False,0.0014370292192325
VT,128,408,no,no,0,227.9,130,302.6,71,191.5,82,5.5,7,1,True,True,0.997239828109741
TN,59,415,no,no,0,160.9,95,251.2,65,273.4,97,5,5,3,False,False,7.92385399108753E-05
TN,80,415,yes,no,0,276.5,122,195.6,79,210.3,78,7.2,3,1,True,True,0.997509360313416
AK,138,415,no,yes,37,75.8,102,173.6,147,162.6,96,8.2,13,0,False,False,4.06085673603229E-05
ID,7,408,no,no,0,98.5,85,200.3,80,252.3,68,12,7,2,False,False,0.00012790851178579
AZ,155,415,yes,no,0,176.1,88,244.5,84,189.9,99,11.2,1,2,True,True,0.999983072280884
NJ,91,415,no,no,0,93.5,110,213.3,79,171.7,83,8.9,4,4,True,True,0.999962687492371
ID,128,408,no,no,0,125.2,99,205.4,107,254.4,111,18.9,2,0,False,False,0.00810759142041206
OR,81,415,no,no,0,324.7,48,236.4,82,187.6,78,13.1,5,0,True,True,0.999999821186066
OR,95,415,no,no,0,167.6,96,176,89,250.9,113,13.4,6,2,False,False,0.000273218465736136
NY,40,510,no,no,0,115.7,105,127.8,113,107.5,91,9.3,6,1,False,False,4.49281469627749E-05
NV,143,415,no,no,0,209.1,127,106.1,80,179.6,90,14,6,0,False,False,0.000444939301814884
NE,174,415,no,no,0,124.3,76,277.1,112,250.7,115,15.5,5,3,False,False,0.00554687529802322
PA,84,415,no,no,0,109.1,114,231.4,113,274,112,9.6,4,0,False,False,0.00090108544100076
WA,112,408,no,no,0,135.1,112,226.3,85,115.2,108,11.1,6,1,False,False,0.00127200060524046
NV,48,408,no,no,0,247.6,114,172.3,110,264.4,107,7.1,3,1,False,False,0.000234953200560994
IN,84,510,no,no,0,233.9,76,153.2,96,228,82,12.8,5,3,False,False,0.000125475664390251
TN,93,408,no,no,0,172.3,135,318.7,95,131.5,104,11.5,4,3,False,False,0.000338844081852585
CT,74,510,no,no,0,203.8,77,205.1,111,154.9,109,9,2,1,False,False,0.000671095389407128
MO,110,408,no,no,0,222.7,94,105.8,98,214.8,78,13.5,4,1,False,False,0.000698477728292346
IL,83,415,no,no,0,195,92,210.5,83,180.6,92,11,13,0,False,False,0.000919966434594244
MN,122,415,no,no,0,126,89,147,95,280.2,97,5.6,4,0,False,False,0.000364891981007531
DE,133,510,no,no,0,245.8,102,264.7,90,111.7,103,11.2,7,0,False,False,0.00760901719331741
SC,78,415,no,no,0,131.4,98,189.9,95,147.4,83,11.2,2,2,False,False,0.000558345345780253
MS,70,408,no,no,0,148.4,110,267.1,90,151.5,101,8.9,4,0,False,False,0.00547371385619044
NE,91,510,no,yes,37,162.3,107,233.9,115,277.4,94,9.2,4,0,False,False,0.00153326243162155
NJ,117,408,no,no,0,185.6,115,174.8,83,188.2,122,6.7,4,4,True,True,0.994177877902985
UT,67,510,no,yes,20,230.6,40,189.1,58,162.2,115,9.4,2,1,False,False,9.67626328929327E-05
NC,43,415,no,no,0,84.2,134,80.8,103,196.1,79,10.8,2,1,False,False,0.000484416959807277
TX,150,510,no,no,0,178.9,101,169.1,110,148.6,100,13.8,3,4,True,True,0.999351143836975
NM,67,415,no,no,0,215.5,102,190.7,95,214.5,106,8.6,6,1,False,False,0.000427838385803625
VT,99,408,no,yes,19,87.7,103,223,86,182.3,112,7.3,4,2,False,False,0.00022286175226327
ME,82,415,no,yes,23,249.4,117,195.8,100,162.2,94,12.3,2,1,False,False,6.30351787549444E-05
SC,87,415,no,no,0,136.3,97,172.2,108,137.5,101,7.1,5,0,False,False,0.000878395629115403
WA,45,510,no,no,0,78.6,106,187.3,110,184.2,111,7.4,5,1,True,True,0.977631449699402
MT,80,415,no,no,0,198.1,160,156.7,87,182.1,76,9.3,3,3,False,False,0.000840913562569767
UT,72,415,no,no,0,118.2,106,167.2,136,214.2,106,12.2,3,3,False,False,0.000334906711941585
MD,77,415,no,no,0,205.3,69,171,84,242.4,96,10.1,2,3,False,False,0.00147216068580747
WA,55,408,no,no,0,285.7,124,230.9,106,230.7,140,14.8,7,0,True,True,0.99999737739563
ID,224,510,no,no,0,111.4,133,175,66,217.2,106,5.5,6,3,False,False,0.000330367154674605
ND,82,415,no,yes,29,163.8,77,134.9,112,79.3,95,8.8,2,2,False,False,0.000132128101540729
TX,73,415,no,no,0,224.4,90,159.5,88,192.8,74,13,2,1,False,False,0.00696837762370706
KY,76,510,no,no,0,293.8,94,169.6,62,160.4,103,13.7,9,0,True,True,0.999757707118988
HI,150,415,no,no,0,214,117,192.4,89,242.6,99,7.9,4,1,False,False,0.00150473776739091
WV,23,510,no,yes,31,156.6,84,161.5,96,294.6,107,9.4,6,1,False,False,6.25932443654165E-05
KY,71,510,no,yes,22,141.4,107,163,105,220,99,5.6,3,2,False,False,0.000232801801757887
PA,104,415,no,no,0,144.5,107,180.5,85,226,94,17,6,2,False,False,0.000331186776747927
IA,62,415,no,no,0,120.7,70,307.2,76,203,99,13.1,6,4,False,False,0.0253099799156189
WI,93,415,no,no,0,199.7,109,114.2,68,241,109,7.1,2,0,False,False,0.000571475306060165
AZ,144,510,yes,no,0,203.5,100,247.6,103,194.3,94,11.9,11,0,False,False,0.000272890494670719
WV,145,415,no,no,0,129.4,97,185.4,101,204.7,106,1.1,2,2,False,False,0.000646226573735476
KS,152,408,no,yes,39,243.1,137,236.7,103,191.2,118,9.9,3,1,False,False,0.000571997545193881
LA,96,408,no,no,0,102.1,74,93.7,88,236.2,125,14,2,1,False,False,0.000625114073045552
WI,73,415,no,no,0,157.1,109,268.8,83,181.5,91,10,8,0,False,False,0.00144597981125116
CT,141,408,no,no,0,51.9,108,162,83,223.5,115,10.1,3,3,False,False,0.000697054376360029
NC,64,510,yes,yes,33,127.2,93,162.9,104,247.4,109,8.1,13,0,False,False,5.97373946220614E-05
MO,132,408,no,no,0,206.2,100,211.2,118,196.2,122,10.2,6,1,False,False,0.000828260846901685
SC,92,510,no,no,0,183.7,103,270.6,97,132.9,104,11.2,2,0,False,False,0.000766496756114066
RI,123,510,no,yes,23,245,88,265,105,239.7,108,14.9,3,2,False,False,0.005598075222224
NH,74,510,no,no,0,233.6,72,168,103,276.3,71,6.3,2,2,False,False,0.000123069272376597
AK,78,510,no,no,0,190.3,88,194.5,89,256.5,109,11.7,5,2,False,False,0.000366168067557737
NJ,93,510,yes,yes,38,225.7,117,119.6,122,193.2,125,14,7,1,True,True,0.999995291233063
ND,149,408,no,no,0,175.4,80,197.4,127,188.2,102,9.7,2,2,False,False,0.000310669653117657
CO,77,408,no,no,0,62.4,89,169.9,121,209.6,64,5.7,6,5,True,True,0.999957501888275
SD,64,415,no,no,0,174.5,98,180.2,103,179,89,10.7,2,2,False,False,0.000450729392468929
VA,117,408,no,no,0,97.1,98,228,131,240,111,10.6,3,1,False,False,0.00227258494123816
WY,88,415,no,no,0,138.7,92,205.8,73,247.9,119,9.8,5,1,False,False,0.00135417957790196
KY,106,510,no,yes,9,88.5,100,324.8,109,79.9,86,8.2,4,3,False,False,0.000245113944401965
VA,72,510,yes,yes,29,139.8,114,138.2,91,221,88,5.5,6,0,False,False,6.94645059411414E-05
RI,134,415,no,no,0,141.7,95,205.6,101,218.5,60,8.8,6,0,False,False,0.000599869235884398
IA,123,415,no,no,0,204.4,88,137.5,111,226,100,10,4,0,False,False,0.00028216908685863
SD,88,415,no,no,0,215.6,115,216.2,85,171.3,65,11.8,1,3,False,False,0.000407640560297295
OH,61,510,yes,yes,16,143.5,76,242.6,58,147.7,95,11.3,3,0,False,False,3.47434142895509E-05
NE,67,408,no,no,0,144.7,91,219.6,106,233.5,98,12.6,8,1,False,False,0.00176506652496755
AL,42,510,no,no,0,160.2,103,159.8,116,255.7,87,12.9,3,1,False,False,0.00011759784683818
AL,106,415,no,no,0,222.1,123,276.8,92,213.5,99,9,3,0,False,False,0.0144941825419664
WI,167,415,no,no,0,112.3,101,204.8,140,141.2,118,13.3,2,1,False,False,0.0258192699402571
TN,37,415,no,no,0,221,126,204.5,110,118,98,6.8,3,4,False,False,0.000448184262495488
IN,91,415,no,no,0,289.3,73,179.8,86,186.7,94,6.4,7,1,True,True,0.999083995819092
RI,140,510,no,no,0,187.1,110,158,70,211.4,123,8.5,2,2,False,False,0.00470464676618576
TX,37,510,yes,no,0,172.9,119,183,86,226.4,100,9.8,1,0,True,True,0.999405205249786
MA,58,415,no,yes,30,178.1,111,236.7,109,264,118,8.4,2,0,False,False,0.000678718206472695
CO,89,415,no,no,0,94.5,107,191.8,85,196.2,131,15,5,1,False,False,0.000369701127056032
MT,160,415,no,no,0,97.5,113,268.1,69,255.3,62,13.2,4,3,False,False,0.00124078593216836
MA,122,408,no,yes,29,195.4,83,268.2,93,168,95,8.4,6,3,False,False,0.000326074485201389
NY,77,415,yes,no,0,132.9,86,168.1,121,196.3,102,7.8,3,0,False,False,8.61528824316338E-05
SC,149,415,no,yes,20,147.8,132,276.8,94,149.9,110,10.2,6,0,False,False,0.00217856885865331
CO,92,415,no,no,0,160.5,113,287.3,134,212.6,93,8.2,3,3,False,False,0.000201305461814627
IN,168,415,no,no,0,183.2,131,179.2,73,292.8,100,9.9,5,2,False,False,0.000226860138354823
MN,126,415,no,no,0,152.4,94,166.2,91,199.2,84,10.2,1,1,False,False,0.00081102893454954
MI,158,415,no,no,0,195.9,103,89.1,95,302.2,82,10.3,3,1,False,False,0.00121316593140364
TX,130,408,no,no,0,252,101,170.2,105,209.2,64,5.7,5,0,False,False,0.0013575847260654
TX,106,415,no,no,0,182.8,96,193.7,93,219.5,113,7.7,2,2,False,False,0.0408826470375061
ME,36,510,yes,yes,42,196.8,89,254.9,122,138.3,126,20,6,0,True,True,0.999995231628418
FL,136,408,yes,no,0,199.2,122,214.7,114,150.9,105,11.8,7,1,False,False,0.000363061728421599
AL,98,408,no,no,0,161,117,190.9,113,227.7,113,12.1,4,4,False,False,0.0354000590741634
SD,78,408,no,no,0,163.6,88,283.4,93,262.1,108,8.6,9,0,False,False,0.0163927674293518
SC,121,415,no,no,0,144.8,126,200.6,82,208.8,81,13.3,9,0,True,True,0.925171673297882
NM,109,408,no,yes,40,99.7,116,140.3,117,221.3,76,13.9,5,3,False,False,0.000259319203905761
MT,51,415,no,yes,26,236.8,61,263.4,97,181.1,91,11.2,8,1,False,False,0.000141863085445948
OH,74,415,no,no,0,136.7,106,228.6,105,265.3,114,9.8,4,0,False,False,0.00073597690789029
PA,79,415,no,no,0,268.3,114,185.5,111,264.6,88,6.3,7,1,True,True,0.99931263923645
ND,62,510,no,no,0,196.2,107,103.9,104,203.8,88,13.2,4,1,False,False,0.000301964260870591
WA,120,408,no,yes,28,215.8,123,285.2,76,192.1,78,6.9,3,1,False,False,0.000998951145447791
